tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
503,6/1/2013 19:13,6/1/2013 19:22,499,Broadway & W 60 St,40.76915505,-73.98191841,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,19842,Subscriber,1974,1
1728,6/1/2013 19:13,6/1/2013 19:42,468,Broadway & W 56 St,40.7652654,-73.98192338,382,University Pl & E 14 St,40.73492695,-73.99200509,20348,Customer,NULL,0
845,6/1/2013 19:14,6/1/2013 19:28,150,E 2 St & Avenue C,40.7208736,-73.98085795,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15591,Customer,NULL,0
1463,6/1/2013 19:14,6/1/2013 19:38,478,11 Ave & W 41 St,40.76030096,-73.99884222,312,Allen St & Stanton St,40.722055,-73.989111,17750,Customer,NULL,0
506,6/1/2013 19:13,6/1/2013 19:22,441,E 52 St & 2 Ave,40.756014,-73.967416,168,W 18 St & 6 Ave,40.73971301,-73.99456405,20265,Subscriber,1970,2
1109,6/1/2013 19:14,6/1/2013 19:32,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,303,Mercer St & Spring St,40.72362738,-73.99949601,17028,Customer,NULL,0
370,6/1/2013 19:14,6/1/2013 19:20,3002,South End Ave & Liberty St,40.711512,-74.015756,466,W 25 St & 6 Ave,40.74395411,-73.99144871,17397,Customer,NULL,0
1506,6/1/2013 19:14,6/1/2013 19:39,487,E 20 St & FDR Drive,40.73314259,-73.97573881,525,W 34 St & 11 Ave,40.75594159,-74.0021163,19358,Customer,NULL,0
1269,6/1/2013 19:14,6/1/2013 19:35,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,128,MacDougal St & Prince St,40.72710258,-74.00297088,15758,Customer,NULL,0
1445,6/1/2013 19:14,6/1/2013 19:38,478,11 Ave & W 41 St,40.76030096,-73.99884222,NULL,NULL,NULL,NULL,15536,Customer,NULL,0
1619,6/1/2013 19:07,6/1/2013 19:34,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,531,Forsyth St & Broome St,40.71893904,-73.99266288,17490,Subscriber,1975,1
202,6/1/2013 19:14,6/1/2013 19:18,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,507,E 25 St & 2 Ave,40.73912601,-73.97973776,20055,Subscriber,1969,1
1197,6/1/2013 19:14,6/1/2013 19:34,386,Centre St & Worth St,40.71494807,-74.00234482,377,6 Ave & Canal St,40.72243797,-74.00566443,16642,Customer,NULL,0
1345,6/1/2013 19:15,6/1/2013 19:37,464,E 56 St & 3 Ave,40.75934501,-73.96759673,477,W 41 St & 8 Ave,40.75640548,-73.9900262,18020,Subscriber,1985,1
777,6/1/2013 19:15,6/1/2013 19:28,328,Watts St & Greenwich St,40.72405549,-74.00965965,328,Watts St & Greenwich St,40.72405549,-74.00965965,17452,Subscriber,1983,1
1268,6/1/2013 19:15,6/1/2013 19:36,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,18676,Subscriber,1965,1
1614,6/1/2013 19:14,6/1/2013 19:41,468,Broadway & W 56 St,40.7652654,-73.98192338,497,E 17 St & Broadway,40.73704984,-73.99009296,19643,Customer,NULL,0
1181,6/1/2013 19:14,6/1/2013 19:34,393,E 5 St & Avenue C,40.72299208,-73.97995466,453,W 22 St & 8 Ave,40.74475148,-73.99915362,19326,Customer,NULL,0
445,6/1/2013 19:15,6/1/2013 19:22,528,2 Ave & E 31 St,40.74290902,-73.97706058,528,2 Ave & E 31 St,40.74290902,-73.97706058,16276,Subscriber,1959,1
800,6/1/2013 19:15,6/1/2013 19:28,225,W 14 St & The High Line,40.74195138,-74.00803013,486,Broadway & W 29 St,40.7462009,-73.98855723,16875,Customer,NULL,0
1047,6/1/2013 19:15,6/1/2013 19:32,329,Greenwich St & North Moore St,40.72015227,-74.01036501,306,Cliff St & Fulton St,40.70823502,-74.00530063,16865,Customer,NULL,0
1574,6/1/2013 19:15,6/1/2013 19:41,2008,Little West St & 1 Pl,40.70569254,-74.01677685,525,W 34 St & 11 Ave,40.75594159,-74.0021163,19830,Customer,NULL,0
1149,6/1/2013 19:15,6/1/2013 19:34,386,Centre St & Worth St,40.71494807,-74.00234482,377,6 Ave & Canal St,40.72243797,-74.00566443,17927,Customer,NULL,0
1850,6/1/2013 19:15,6/1/2013 19:46,488,W 39 St & 9 Ave,40.75645824,-73.99372222,488,W 39 St & 9 Ave,40.75645824,-73.99372222,18126,Subscriber,1963,1
213,6/1/2013 19:15,6/1/2013 19:19,444,Broadway & W 24 St,40.7423543,-73.98915076,444,Broadway & W 24 St,40.7423543,-73.98915076,19651,Customer,NULL,0
1259,6/1/2013 19:15,6/1/2013 19:36,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,18326,Subscriber,1989,2
630,6/1/2013 19:15,6/1/2013 19:26,285,Broadway & E 14 St,40.73454567,-73.99074142,545,E 23 St & 1 Ave,40.736502,-73.97809472,16902,Subscriber,1984,2
4257,6/1/2013 19:16,6/1/2013 20:27,304,Broadway & Battery Pl,40.70463334,-74.01361706,363,West Thames St,40.70834698,-74.01713445,15357,Customer,NULL,0
761,6/1/2013 19:15,6/1/2013 19:28,350,Clinton St & Grand St,40.71559509,-73.9870295,504,1 Ave & E 16 St,40.73221853,-73.98165557,15914,Customer,NULL,0
703,6/1/2013 19:16,6/1/2013 19:28,307,Canal St & Rutgers St,40.71427487,-73.98990025,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,15080,Subscriber,1979,1
1850,6/1/2013 19:15,6/1/2013 19:46,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,15653,Subscriber,1969,1
153,6/1/2013 19:16,6/1/2013 19:18,238,Bank St & Washington St,40.7361967,-74.00859207,167,E 39 St & 3 Ave,40.7489006,-73.97604882,16056,Subscriber,1986,1
1820,6/1/2013 19:16,6/1/2013 19:46,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,259,South St & Whitehall St,40.70122128,-74.01234218,16867,Subscriber,1963,1
723,6/1/2013 19:16,6/1/2013 19:28,285,Broadway & E 14 St,40.73454567,-73.99074142,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19689,Subscriber,1987,2
1333,6/1/2013 19:15,6/1/2013 19:37,368,Carmine St & 6 Ave,40.73038599,-74.00214988,295,Pike St & E Broadway,40.71406667,-73.99293911,15293,Subscriber,1962,1
238,6/1/2013 19:16,6/1/2013 19:20,334,W 20 St & 7 Ave,40.74238787,-73.99726235,348,W Broadway & Spring St,40.72490985,-74.00154702,15421,Subscriber,1989,1
1131,6/1/2013 19:16,6/1/2013 19:35,255,NYCBS Depot - SSP,40.646768,-74.01651,251,Mott St & Prince St,40.72317958,-73.99480012,18383,Customer,NULL,0
4267,6/1/2013 19:16,6/1/2013 20:27,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,20326,Customer,NULL,0
3362,6/1/2013 19:16,6/1/2013 20:12,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,495,W 47 St & 10 Ave,40.76269882,-73.99301222,18712,Customer,NULL,0
1187,6/1/2013 19:17,6/1/2013 19:36,422,W 59 St & 10 Ave,40.770513,-73.988038,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,16027,Customer,NULL,0
1492,6/1/2013 19:17,6/1/2013 19:41,528,2 Ave & E 31 St,40.74290902,-73.97706058,422,W 59 St & 10 Ave,40.770513,-73.988038,16643,Customer,NULL,0
1297,6/1/2013 19:16,6/1/2013 19:38,480,W 53 St & 10 Ave,40.76669671,-73.99061728,459,W 20 St & 11 Ave,40.746745,-74.007756,17475,Customer,NULL,0
2362,6/1/2013 19:17,6/1/2013 19:56,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,426,West St & Chambers St,40.71754834,-74.01322069,19397,Customer,NULL,0
1328,6/1/2013 19:17,6/1/2013 19:39,376,John St & William St,40.70862144,-74.00722156,532,S 5 Pl & S 5 St,40.710451,-73.960876,20349,Subscriber,1976,1
2341,6/1/2013 19:17,6/1/2013 19:56,492,W 33 St & 7 Ave,40.75019995,-73.99093085,426,West St & Chambers St,40.71754834,-74.01322069,18156,Customer,NULL,0
2214,6/1/2013 19:17,6/1/2013 19:54,514,12 Ave & W 40 St,40.76087502,-74.00277668,514,12 Ave & W 40 St,40.76087502,-74.00277668,18710,Subscriber,1982,1
899,6/1/2013 19:17,6/1/2013 19:32,329,Greenwich St & North Moore St,40.72015227,-74.01036501,306,Cliff St & Fulton St,40.70823502,-74.00530063,16097,Customer,NULL,0
1406,6/1/2013 19:17,6/1/2013 19:40,468,Broadway & W 56 St,40.7652654,-73.98192338,238,Bank St & Washington St,40.7361967,-74.00859207,19133,Customer,NULL,0
469,6/1/2013 19:13,6/1/2013 19:21,449,W 52 St & 9 Ave,40.76461837,-73.98789473,518,E 39 St & 2 Ave,40.74780373,-73.9734419,18724,Subscriber,1978,1
1390,6/1/2013 19:17,6/1/2013 19:41,468,Broadway & W 56 St,40.7652654,-73.98192338,484,W 44 St & 5 Ave,40.75500254,-73.98014437,15343,Customer,NULL,0
1119,6/1/2013 19:17,6/1/2013 19:36,426,West St & Chambers St,40.71754834,-74.01322069,212,W 16 St & The High Line,40.74334935,-74.00681753,17878,Customer,NULL,0
1318,6/1/2013 19:18,6/1/2013 19:40,521,8 Ave & W 31 St N,40.75096735,-73.99444208,NULL,NULL,NULL,NULL,19620,Customer,NULL,0
272,6/1/2013 19:18,6/1/2013 19:22,477,W 41 St & 8 Ave,40.75640548,-73.9900262,330,Reade St & Broadway,40.71450451,-74.00562789,15526,Subscriber,1980,2
1508,6/1/2013 18:53,6/1/2013 19:18,363,West Thames St,40.70834698,-74.01713445,225,W 14 St & The High Line,40.74195138,-74.00803013,17583,Subscriber,1974,1
1279,6/1/2013 19:18,6/1/2013 19:40,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,16313,Subscriber,1980,2
374,6/1/2013 19:18,6/1/2013 19:25,224,Spruce St & Nassau St,40.71146364,-74.00552427,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,19562,Subscriber,1990,2
1682,6/1/2013 19:19,6/1/2013 19:47,127,Barrow St & Hudson St,40.73172428,-74.00674436,508,W 46 St & 11 Ave,40.76341379,-73.99667444,19206,Customer,NULL,0
1527,6/1/2013 19:19,6/1/2013 19:44,304,Broadway & Battery Pl,40.70463334,-74.01361706,441,E 52 St & 2 Ave,40.756014,-73.967416,16859,Subscriber,1946,1
741,6/1/2013 19:19,6/1/2013 19:31,404,9 Ave & W 14 St,40.7405826,-74.00550867,363,West Thames St,40.70834698,-74.01713445,19317,Customer,NULL,0
294,6/1/2013 19:19,6/1/2013 19:24,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,17795,Subscriber,1983,1
459,6/1/2013 19:19,6/1/2013 19:27,358,Christopher St & Greenwich St,40.73291553,-74.00711384,434,9 Ave & W 18 St,40.74317449,-74.00366443,15912,Subscriber,1957,1
1124,6/1/2013 19:19,6/1/2013 19:38,500,Broadway & W 51 St,40.76228826,-73.98336183,3002,South End Ave & Liberty St,40.711512,-74.015756,15616,Customer,NULL,0
956,6/1/2013 19:19,6/1/2013 19:35,401,Allen St & Rivington St,40.72019576,-73.98997825,334,W 20 St & 7 Ave,40.74238787,-73.99726235,15158,Subscriber,1977,2
392,6/1/2013 19:19,6/1/2013 19:26,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,271,Ashland Pl & Hanson Pl,40.68522672,-73.97800148,16868,Subscriber,1981,2
1720,6/1/2013 19:19,6/1/2013 19:48,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,16490,Customer,NULL,0
1239,6/1/2013 19:19,6/1/2013 19:40,2022,E 60 St & York Ave,40.759107,-73.959223,330,Reade St & Broadway,40.71450451,-74.00562789,19501,Customer,NULL,0
442,6/1/2013 19:19,6/1/2013 19:27,499,Broadway & W 60 St,40.76915505,-73.98191841,528,2 Ave & E 31 St,40.74290902,-73.97706058,18958,Subscriber,1982,1
1367,6/1/2013 19:19,6/1/2013 19:42,500,Broadway & W 51 St,40.76228826,-73.98336183,492,W 33 St & 7 Ave,40.75019995,-73.99093085,18872,Customer,NULL,0
96,6/1/2013 19:19,6/1/2013 19:21,147,Greenwich St & Warren St,40.71542197,-74.01121978,147,Greenwich St & Warren St,40.71542197,-74.01121978,19803,Subscriber,1960,2
907,6/1/2013 19:20,6/1/2013 19:35,320,Leonard St & Church St,40.717571,-74.005549,251,Mott St & Prince St,40.72317958,-73.99480012,17407,Customer,NULL,0
757,6/1/2013 19:19,6/1/2013 19:31,167,E 39 St & 3 Ave,40.7489006,-73.97604882,404,9 Ave & W 14 St,40.7405826,-74.00550867,14590,Subscriber,1980,1
2036,6/1/2013 19:20,6/1/2013 19:54,223,W 13 St & 7 Ave,40.73781509,-73.99994661,513,W 56 St & 10 Ave,40.768254,-73.988639,15805,Subscriber,1962,1
625,6/1/2013 19:20,6/1/2013 19:30,423,W 54 St & 9 Ave,40.76584941,-73.98690506,499,Broadway & W 60 St,40.76915505,-73.98191841,15140,Subscriber,1972,2
1291,6/1/2013 19:20,6/1/2013 19:42,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,16714,Customer,NULL,0
2162,6/1/2013 19:20,6/1/2013 19:56,426,West St & Chambers St,40.71754834,-74.01322069,268,Howard St & Centre St,40.71910537,-73.99973337,15218,Customer,NULL,0
1269,6/1/2013 19:20,6/1/2013 19:41,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,17073,Customer,NULL,0
932,6/1/2013 19:20,6/1/2013 19:36,307,Canal St & Rutgers St,40.71427487,-73.98990025,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,18018,Subscriber,1972,1
1416,6/1/2013 19:20,6/1/2013 19:44,444,Broadway & W 24 St,40.7423543,-73.98915076,NULL,NULL,NULL,NULL,19651,Customer,NULL,0
1122,6/1/2013 19:20,6/1/2013 19:39,116,W 17 St & 8 Ave,40.74177603,-74.00149746,444,Broadway & W 24 St,40.7423543,-73.98915076,16936,Customer,NULL,0
903,6/1/2013 19:21,6/1/2013 19:36,307,Canal St & Rutgers St,40.71427487,-73.98990025,427,Bus Slip & State St,40.701907,-74.013942,19089,Subscriber,1981,2
1187,6/1/2013 19:21,6/1/2013 19:41,468,Broadway & W 56 St,40.7652654,-73.98192338,484,W 44 St & 5 Ave,40.75500254,-73.98014437,19840,Customer,NULL,0
7093,6/1/2013 19:21,6/1/2013 21:19,441,E 52 St & 2 Ave,40.756014,-73.967416,290,2 Ave & E 58 St,40.76020258,-73.96478473,19146,Subscriber,1989,1
1736,6/1/2013 19:21,6/1/2013 19:50,328,Watts St & Greenwich St,40.72405549,-74.00965965,511,E 14 St & Avenue B,40.72938685,-73.97772429,19198,Subscriber,1983,1
1288,6/1/2013 19:21,6/1/2013 19:42,407,Henry St & Poplar St,40.700469,-73.991454,168,W 18 St & 6 Ave,40.73971301,-73.99456405,16387,Subscriber,1978,1
1390,6/1/2013 19:21,6/1/2013 19:44,312,Allen St & Stanton St,40.722055,-73.989111,455,1 Ave & E 44 St,40.75001986,-73.96905301,18559,Customer,NULL,0
249,6/1/2013 19:21,6/1/2013 19:25,458,11 Ave & W 27 St,40.751396,-74.005226,458,11 Ave & W 27 St,40.751396,-74.005226,15987,Customer,NULL,0
958,6/1/2013 19:21,6/1/2013 19:37,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,17204,Customer,NULL,0
1055,6/1/2013 19:21,6/1/2013 19:39,465,Broadway & W 41 St,40.75513557,-73.98658032,444,Broadway & W 24 St,40.7423543,-73.98915076,19806,Customer,NULL,0
5205,6/1/2013 19:21,6/1/2013 20:47,243,Fulton St & Rockwell Pl,40.688226,-73.979382,NULL,NULL,NULL,NULL,18320,Customer,NULL,0
1338,6/1/2013 19:16,6/1/2013 19:39,303,Mercer St & Spring St,40.72362738,-73.99949601,483,E 12 St & 3 Ave,40.73223272,-73.98889957,14839,Subscriber,1964,1
328,6/1/2013 19:21,6/1/2013 19:27,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,350,Clinton St & Grand St,40.71559509,-73.9870295,17451,Subscriber,1984,1
544,6/1/2013 19:21,6/1/2013 19:30,325,E 19 St & 3 Ave,40.73624527,-73.98473765,497,E 17 St & Broadway,40.73704984,-73.99009296,19411,Customer,NULL,0
932,6/1/2013 19:21,6/1/2013 19:37,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2022,E 60 St & York Ave,40.759107,-73.959223,16352,Subscriber,1970,1
1143,6/1/2013 19:21,6/1/2013 19:41,468,Broadway & W 56 St,40.7652654,-73.98192338,137,E 56 St & Madison Ave,40.761628,-73.972924,20103,Customer,NULL,0
324,6/1/2013 19:22,6/1/2013 19:27,249,Harrison St & Hudson St,40.71870987,-74.0090009,2012,E 27 St & 1 Ave,40.739445,-73.976806,18429,Subscriber,1968,2
1361,6/1/2013 19:22,6/1/2013 19:44,312,Allen St & Stanton St,40.722055,-73.989111,455,1 Ave & E 44 St,40.75001986,-73.96905301,16176,Customer,NULL,0
488,6/1/2013 19:22,6/1/2013 19:30,320,Leonard St & Church St,40.717571,-74.005549,330,Reade St & Broadway,40.71450451,-74.00562789,18952,Subscriber,1969,1
1708,6/1/2013 19:21,6/1/2013 19:49,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17617,Customer,NULL,0
106,6/1/2013 19:22,6/1/2013 19:23,532,S 5 Pl & S 5 St,40.710451,-73.960876,465,Broadway & W 41 St,40.75513557,-73.98658032,15960,Customer,NULL,0
538,6/1/2013 19:22,6/1/2013 19:31,486,Broadway & W 29 St,40.7462009,-73.98855723,497,E 17 St & Broadway,40.73704984,-73.99009296,19283,Customer,NULL,0
467,6/1/2013 19:22,6/1/2013 19:29,238,Bank St & Washington St,40.7361967,-74.00859207,285,Broadway & E 14 St,40.73454567,-73.99074142,19516,Subscriber,1947,1
297,6/1/2013 19:22,6/1/2013 19:27,249,Harrison St & Hudson St,40.71870987,-74.0090009,NULL,NULL,NULL,NULL,16186,Subscriber,1955,1
1682,6/1/2013 19:22,6/1/2013 19:50,255,NYCBS Depot - SSP,40.646768,-74.01651,345,W 13 St & 6 Ave,40.73649403,-73.99704374,19799,Subscriber,1983,2
1117,6/1/2013 19:22,6/1/2013 19:41,303,Mercer St & Spring St,40.72362738,-73.99949601,352,W 56 St & 6 Ave,40.76340613,-73.97722479,14827,Subscriber,1972,1
1346,6/1/2013 19:22,6/1/2013 19:44,326,E 11 St & 1 Ave,40.72953837,-73.98426726,403,E 2 St & 2 Ave,40.72502876,-73.99069656,18004,Customer,NULL,0
268,6/1/2013 19:22,6/1/2013 19:26,116,W 17 St & 8 Ave,40.74177603,-74.00149746,116,W 17 St & 8 Ave,40.74177603,-74.00149746,17384,Subscriber,1982,2
1457,6/1/2013 19:22,6/1/2013 19:47,127,Barrow St & Hudson St,40.73172428,-74.00674436,508,W 46 St & 11 Ave,40.76341379,-73.99667444,16679,Customer,NULL,0
277,6/1/2013 19:18,6/1/2013 19:22,355,Bayard St & Baxter St,40.71602118,-73.99974372,330,Reade St & Broadway,40.71450451,-74.00562789,15208,Subscriber,1971,1
1313,6/1/2013 19:22,6/1/2013 19:44,432,E 7 St & Avenue A,40.72621788,-73.98379855,455,1 Ave & E 44 St,40.75001986,-73.96905301,19097,Customer,NULL,0
1206,6/1/2013 19:22,6/1/2013 19:42,473,Rivington St & Chrystie St,40.72110063,-73.9919254,116,W 17 St & 8 Ave,40.74177603,-74.00149746,19051,Subscriber,1979,1
232,6/1/2013 19:22,6/1/2013 19:26,528,2 Ave & E 31 St,40.74290902,-73.97706058,528,2 Ave & E 31 St,40.74290902,-73.97706058,16276,Subscriber,1987,1
220,6/1/2013 19:23,6/1/2013 19:27,454,E 51 St & 1 Ave,40.75455731,-73.96592976,383,Greenwich Ave & Charles St,40.735238,-74.000271,17149,Subscriber,1965,1
2608,6/1/2013 19:23,6/1/2013 20:06,251,Mott St & Prince St,40.72317958,-73.99480012,519,Pershing Square North,40.751873,-73.977706,19018,Customer,NULL,0
2021,6/1/2013 19:23,6/1/2013 19:57,329,Greenwich St & North Moore St,40.72015227,-74.01036501,329,Greenwich St & North Moore St,40.72015227,-74.01036501,16688,Customer,NULL,0
492,6/1/2013 19:23,6/1/2013 19:31,303,Mercer St & Spring St,40.72362738,-73.99949601,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,16709,Customer,NULL,0
1097,6/1/2013 19:23,6/1/2013 19:42,487,E 20 St & FDR Drive,40.73314259,-73.97573881,434,9 Ave & W 18 St,40.74317449,-74.00366443,19882,Customer,NULL,0
454,6/1/2013 19:23,6/1/2013 19:31,303,Mercer St & Spring St,40.72362738,-73.99949601,268,Howard St & Centre St,40.71910537,-73.99973337,18539,Customer,NULL,0
531,6/1/2013 19:23,6/1/2013 19:32,314,Cadman Plaza West & Montague St,40.69383,-73.990539,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,17822,Subscriber,1984,1
1054,6/1/2013 19:23,6/1/2013 19:41,433,E 13 St & Avenue A,40.72955361,-73.98057249,434,9 Ave & W 18 St,40.74317449,-74.00366443,15169,Customer,NULL,0
648,6/1/2013 19:24,6/1/2013 19:34,358,Christopher St & Greenwich St,40.73291553,-74.00711384,358,Christopher St & Greenwich St,40.73291553,-74.00711384,18964,Subscriber,1972,2
1397,6/1/2013 19:24,6/1/2013 19:47,332,Cherry St,40.71219906,-73.97948148,508,W 46 St & 11 Ave,40.76341379,-73.99667444,17325,Customer,NULL,0
1114,6/1/2013 19:24,6/1/2013 19:42,482,W 15 St & 7 Ave,40.73935542,-73.99931783,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,16552,Customer,NULL,0
882,6/1/2013 19:24,6/1/2013 19:38,352,W 56 St & 6 Ave,40.76340613,-73.97722479,444,Broadway & W 24 St,40.7423543,-73.98915076,15652,Customer,NULL,0
1446,6/1/2013 19:24,6/1/2013 19:48,304,Broadway & Battery Pl,40.70463334,-74.01361706,NULL,NULL,NULL,NULL,14771,Customer,NULL,0
1449,6/1/2013 19:24,6/1/2013 19:48,304,Broadway & Battery Pl,40.70463334,-74.01361706,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,19140,Customer,NULL,0
1095,6/1/2013 19:24,6/1/2013 19:42,482,W 15 St & 7 Ave,40.73935542,-73.99931783,229,Great Jones St,40.72743423,-73.99379025,15027,Customer,NULL,0
699,6/1/2013 19:24,6/1/2013 19:36,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,314,Cadman Plaza West & Montague St,40.69383,-73.990539,17275,Subscriber,1986,1
711,6/1/2013 19:24,6/1/2013 19:36,265,Stanton St & Chrystie St,40.72229346,-73.99147535,513,W 56 St & 10 Ave,40.768254,-73.988639,17961,Customer,NULL,0
516,6/1/2013 19:24,6/1/2013 19:33,229,Great Jones St,40.72743423,-73.99379025,393,E 5 St & Avenue C,40.72299208,-73.97995466,19873,Subscriber,1970,1
1480,6/1/2013 19:24,6/1/2013 19:49,310,State St & Smith St,40.68926942,-73.98912867,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,14909,Customer,NULL,0
659,6/1/2013 19:25,6/1/2013 19:36,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,314,Cadman Plaza West & Montague St,40.69383,-73.990539,17568,Subscriber,1986,2
990,6/1/2013 19:25,6/1/2013 19:41,515,W 43 St & 10 Ave,40.76009437,-73.99461843,500,Broadway & W 51 St,40.76228826,-73.98336183,15881,Subscriber,1985,1
3476,6/1/2013 19:25,6/1/2013 20:23,247,Perry St & Bleecker St,40.73535398,-74.00483091,146,Hudson St & Reade St,40.71625008,-74.0091059,16082,Customer,NULL,0
18179,6/1/2013 19:25,6/2/2013 0:28,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,532,S 5 Pl & S 5 St,40.710451,-73.960876,16523,Customer,NULL,0
647,6/1/2013 19:25,6/1/2013 19:36,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,311,Norfolk St & Broome St,40.7172274,-73.98802084,17505,Customer,NULL,0
321,6/1/2013 19:25,6/1/2013 19:30,468,Broadway & W 56 St,40.7652654,-73.98192338,468,Broadway & W 56 St,40.7652654,-73.98192338,19240,Customer,NULL,0
470,6/1/2013 19:25,6/1/2013 19:33,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,285,Broadway & E 14 St,40.73454567,-73.99074142,14738,Subscriber,1983,2
1838,6/1/2013 19:25,6/1/2013 19:56,350,Clinton St & Grand St,40.71559509,-73.9870295,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,17993,Customer,NULL,0
1581,6/1/2013 19:25,6/1/2013 19:51,360,William St & Pine St,40.70717936,-74.00887308,152,Warren St & Church St,40.71473993,-74.00910627,19344,Customer,NULL,0
762,6/1/2013 19:25,6/1/2013 19:38,507,E 25 St & 2 Ave,40.73912601,-73.97973776,439,E 4 St & 2 Ave,40.7262807,-73.98978041,17339,Customer,NULL,0
2435,6/1/2013 19:25,6/1/2013 20:06,251,Mott St & Prince St,40.72317958,-73.99480012,519,Pershing Square North,40.751873,-73.977706,17161,Customer,NULL,0
942,6/1/2013 19:26,6/1/2013 19:41,475,E 15 St & Irving Pl,40.73524276,-73.98758561,545,E 23 St & 1 Ave,40.736502,-73.97809472,19310,Customer,NULL,0
795,6/1/2013 19:25,6/1/2013 19:39,435,W 21 St & 6 Ave,40.74173969,-73.99415556,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,15792,Customer,NULL,0
1264,6/1/2013 19:26,6/1/2013 19:47,464,E 56 St & 3 Ave,40.75934501,-73.96759673,265,Stanton St & Chrystie St,40.72229346,-73.99147535,18647,Subscriber,1980,1
843,6/1/2013 19:26,6/1/2013 19:40,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,486,Broadway & W 29 St,40.7462009,-73.98855723,19784,Subscriber,1957,1
1779,6/1/2013 19:26,6/1/2013 19:55,350,Clinton St & Grand St,40.71559509,-73.9870295,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,16997,Customer,NULL,0
326,6/1/2013 19:26,6/1/2013 19:31,224,Spruce St & Nassau St,40.71146364,-74.00552427,415,Pearl St & Hanover Square,40.7047177,-74.00926027,16621,Customer,NULL,0
326,6/1/2013 19:26,6/1/2013 19:31,377,6 Ave & Canal St,40.72243797,-74.00566443,293,Lafayette St & E 8 St,40.73020661,-73.99102628,20285,Subscriber,1987,1
451,6/1/2013 19:26,6/1/2013 19:34,328,Watts St & Greenwich St,40.72405549,-74.00965965,346,Bank St & Hudson St,40.73652889,-74.00618026,17656,Subscriber,1981,1
334,6/1/2013 19:23,6/1/2013 19:28,223,W 13 St & 7 Ave,40.73781509,-73.99994661,225,W 14 St & The High Line,40.74195138,-74.00803013,15561,Subscriber,1978,1
701,6/1/2013 19:26,6/1/2013 19:38,507,E 25 St & 2 Ave,40.73912601,-73.97973776,439,E 4 St & 2 Ave,40.7262807,-73.98978041,19711,Customer,NULL,0
